"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216"
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.291018867341,63.0727775543085,128.488948596374,81.8707788224435,53.2791000909632,49.3542084876896,64.5573962551683,71.8745790529227,58.5287754423217,47.0674225036201,49.8821769547557,58.8323917677435,77.6573915024634,67.8753680121403,173.395125221023,157.022199333635,114.535919402477,185.77715195385,152.526376082977,163.094822195675,102.035036184175,41.0531817722794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.14877019655,106.575308931408,70.2491333253039,81.0838168242631,80.1311078030291,69.2614517456561,75.9089852056797,72.5573294525475,97.9472335545934,NA,NA,NA,NA,57.7239280355582,105.773922321286,90.3203319886041,95.9704081790833,92.6892782204987,102.304177575109,101.804166846504,92.0935217107132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",34.9658255749144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.672954593426,68.2670607103381,93.8397106321778,93.6348820358238,58.8237948231715,54.1943790444867,55.011936579289,61.8133177597783,62.0066039128195,54.1387055624696,53.572254305397,55.2022807322313,64.3860368882814,165.874181125543,169.535527450824,172.62965200267,167.67218413309,183.387762719081,148.396257838602,183.303550117291,78.8636508355186,41.1421070486083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.852587345555,87.2799115449919,NA,NA,NA,68.9668605528505,71.3386028506237,66.3840704516511,64.6802067030678,73.9780888178572,88.6030266815678,NA,NA,94.158899285469,95.0713616723419,100.789803976262,106.400620251601,97.0605153773672,101.526820015022,109.994609419047,95.9349839135793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",62.1883095016987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.622657436208,59.6350007229321,74.3771064001896,129.231661665534,84.0150817547673,65.592760698706,55.8920729143393,60.4663500962174,58.3611830845576,51.9123526760856,49.0606245858799,55.8635423423441,78.7508858533416,170.086072598105,135.367057761468,181.148013359845,145.641822924317,164.833288094188,180.306182333779,52.0727273339299,56.319253020099,42.1380720711431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9864567731842,53.9703035596957,69.1845104722119,NA,NA,NA,58.6319198957337,75.7832652412485,68.2176347315822,74.5532710737912,87.9488607076014,66.5557633930052,21.1129172492909,97.5625506873154,105.382959381333,107.823111573146,103.098349936197,104.113026714384,108.987337530327,104.269078253327,95.8981360066392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",33.4040558197354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.061418530997,85.1275203918289,117.160288802738,137.39692541819,142.13879358152,77.6037716010073,63.2664223530105,54.5188476575449,57.8124589737683,50.4301006128716,51.6655005772067,59.3932426118818,142.729194634825,164.129382088817,101.695692537719,101.699135490496,89.3978751751946,169.417616614283,45.6433920995065,44.936544690428,54.7779074556956,40.2393977813429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9866371121762,45.2820466308206,48.8936414469082,NA,NA,NA,NA,NA,77.0484465152036,73.3253835845271,97.3804487881624,76.600611449774,91.1055872641693,74.7019004392668,113.072931466295,101.395051581429,102.485707487938,112.004802707724,114.217306392618,109.893856941503,92.8674972747979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",79.809350993226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4244262855498,58.900920612839,100.099205125215,145.062312997916,103.072529782248,69.6172967514821,60.1807339375984,55.1792237261882,56.2408735626705,52.1803291381771,62.8224445212879,109.247328000888,166.246240689944,88.9665563147778,51.3729753611593,100.162457679158,73.0741013553096,29.4248698167246,36.7248839637858,70.4465734511973,34.5868902079996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1184994114841,49.7252236963217,135.12241059812,NA,NA,NA,NA,NA,56.9454436369935,62.2902380648924,90.4716930534481,89.9286961496638,78.2423250670828,79.8603206072459,92.7369830090782,39.3076712449267,106.433635191429,117.768238026522,129.062904504506,110.03718248962,119.385109805601,115.657774068175,113.012810605653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",80.6169735473034,78.9912668928994,83.2653323189178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.1048639738185,43.8730676311486,94.5310619535062,138.417934468827,129.040824754195,69.1748765827762,73.2274729030876,55.3320945723608,54.0851736702871,54.3500347141604,69.1245116994698,168.46622960423,68.6730392556271,79.1819575800254,71.0225965528875,87.1520573027063,97.7110324937277,24.2093055032766,67.2493837216806,38.921898492798,66.2578384765299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1842959630483,NA,NA,NA,NA,NA,NA,NA,NA,88.4575827206755,101.746116161236,90.0875175003111,89.4656334164541,96.2740961624852,80.380924772295,103.56152037867,122.830211704427,116.29587958762,141.145959473939,142.210458794442,119.508266465536,114.923481532367,70.3405717570366,69.6124460462234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",78.7714727457577,92.115619483182,79.102113048862,96.7681650313961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6145988791917,51.060824359162,49.3833592908995,82.5691375467322,118.002523665323,76.1238287021744,67.0864910439657,53.1511934472485,51.533787958795,52.3483674506335,62.865526668007,168.98828040995,69.9405463191684,73.7882207552534,57.9605507655443,102.648883395976,34.5524560325085,22.9636878522689,48.4455914878702,38.7976968220355,64.2356010980558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3334801133628,89.5140694405179,73.8143605434762,71.7535977201672,85.9032876186798,102.396448539006,84.1751245741561,119.899033605093,136.291549684684,120.88930463487,120.020062296056,109.630717988765,104.395048363207,98.4804715000168,95.5314196948296,97.908355119387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",74.4895318965005,90.544795882849,89.8033896447389,83.3864692505992,60.2420594297554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3439041185691,27.9896775261205,74.6878371496801,112.376365796716,90.1326729759525,57.1648482628932,58.1177896332939,53.0598379429873,56.1673532275035,58.87710507082,86.9463891141943,53.3015641355942,55.3172415769363,127.970428124625,31.3741100815487,25.7607529110203,25.7161633945157,68.0101077651319,30.5927850811593,60.3986190505843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6574173114844,74.8650502655026,66.7747392200504,NA,76.3997717177123,101.70851598778,109.420583221269,128.951152511858,147.424225108034,121.550895472794,132.223055615766,118.134008884594,183.374623976047,133.15170209097,71.7432917478562,108.530388016596,60.9805957116406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",80.6435440068256,92.6487975244465,96.9936205489404,83.9220038768387,70.2927553701314,43.6311762127458,NA,NA,NA,NA,NA,NA,NA,NA,20.5889605713373,28.7940887514495,31.5580154768393,39.1615223476729,72.115298173394,60.1331451205898,57.8651467753182,56.5065320758839,51.1660772076217,52.1057409995722,55.7331982590323,111.116592693404,155.328078160184,111.368002760509,36.2159273172831,28.3408763838702,72.6160358585479,71.9393601984746,70.9601067844,42.279860385217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9498303130465,49.7427789621681,NA,NA,86.9760506630264,101.895861680782,113.821245231894,158.088058590344,180.837979132781,190.530196756073,198.31864208323,258.63723824757,115.472986925667,82.8648637060266,50.6908982586578,169.927310357298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",53.9113785436116,72.0159376951276,81.6328044843556,79.3822662069249,78.3649011536452,85.7411342442607,93.1885660083512,108.585417465009,102.951955057327,48.3646135832557,72.2752915724167,83.6751097132876,20.3454985298926,24.9622375019315,28.618884863394,27.8860143656066,26.5406971114256,37.5434081446723,46.419738593363,50.7647894392276,53.5618190957368,57.7541691155201,50.0162175399345,54.4752242383795,51.3452387567469,69.4685759067635,164.227001120152,83.9717327557132,59.2812056614426,38.4805915807403,45.2954856438648,26.2849701150986,55.917246939013,75.7654922665782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.695085274674,NA,NA,NA,54.7673989903527,120.339967148659,198.235174230797,209.850729223829,204.328512283142,156.093827274123,123.552052549324,248.658486342359,97.1539260175352,59.0377697136931,139.231242363795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",60.7343652752229,78.9551633968994,80.6580800282822,76.7338339237456,63.7203848730244,63.0589688596732,52.1940685819095,47.6803632420635,43.8652103317688,43.6348778042947,NA,NA,27.9919680177368,25.6464436905604,26.3537216082129,27.730100597216,24.0797680904398,27.7993991517574,40.4123062983184,47.0394857435351,52.7909265523372,54.6611507554563,51.8915788048238,49.7912668685089,49.3323696746582,56.5562299396654,144.170211817331,111.151848843271,130.976988286752,94.7315463820594,31.3582518375906,47.3331675679875,61.131030428234,44.2844084008894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8145130657045,70.2761746114464,NA,NA,98.4011728393846,36.371105162527,112.952690748713,120.939463523157,160.311698572526,120.043025857088,109.313338042423,97.7947932268773,105.940132397845,143.254020891622,75.278941327854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",45.4029281452832,60.4331325806386,70.9341680824719,72.3557508193217,66.5919276169165,64.27642261297,76.0757724439254,79.3923075940281,53.7678822766812,42.9919528342776,42.0029875004641,34.3378951425063,28.7681469044664,27.1523508315731,29.0504834343298,30.180674073745,26.4759090187725,31.0311859975036,33.5555255606077,37.0689842905578,48.8189470463307,48.8264750399762,51.3284922307477,48.7151065870877,49.2563446351173,54.9078553656094,81.3314538390258,129.177609762742,109.616133274045,38.6322968501881,72.7490899584801,21.2272126787595,53.7232889884574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.613296285082,162.144590975552,40.4733820249104,116.098711724283,147.41295754188,233.24307461668,131.586029703991,111.825296939225,109.660644602924,95.1478611284466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",36.821487327842,53.6011099775357,62.9649502253476,63.058194401703,61.1225425486497,62.7974647366416,64.6487100642262,73.1631819631892,90.0956529711377,54.5187826698894,44.170902842177,37.0171157352457,32.5123975448104,31.0464754429419,31.5626010331213,30.0382398023645,28.0220272727312,31.657891093362,30.223644780018,47.2150815853401,47.8849166010085,48.0757754580246,50.8877144714799,47.6811637024675,51.3839236201977,54.6901771537968,62.3602228116794,130.225722773128,42.1779654465689,37.4539742569999,56.748494122947,27.6959262443368,53.2282850976389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.8963914030742,NA,31.9842288507285,161.819293515928,90.9405218168096,37.9638864419776,139.985598106542,178.166711280181,113.148216856601,109.434203566593,130.465986427769,101.928076415345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",37.3621881625157,49.4944827805453,50.138395830638,50.3740445817454,55.7407893144338,59.9762957795106,59.9226836561113,66.3253103752201,68.0760311958151,61.2303033680688,41.275010448306,37.23621613019,34.4311096826247,36.0330717990899,32.9015236525761,30.9523742921917,34.3002908844386,33.1449198265255,32.8226478062323,46.3950497463299,54.0443702434679,53.4294262748935,47.2951920575911,50.4251992030542,52.6974862703877,54.2041505945093,61.559074977024,148.902395753621,50.2886184043302,101.204799373373,32.1429835991788,59.2263624340058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6098913301645,NA,NA,NA,NA,NA,NA,NA,NA,83.2034870517005,47.693435827442,164.253200354505,49.3761518208631,66.897034853596,35.6858759026857,40.7641418705582,125.331746202513,129.046298047161,140.588760183355,112.454959026084,105.977181937712,92.1944942697496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",35.2701783335063,44.5430385114971,45.8151117482018,46.3317334372846,49.4593858024975,53.9402804541327,56.4084620788864,55.6504282792841,60.0771233776317,46.2036342341451,35.5766398319287,35.5447153840908,34.5435550379224,34.4463949801433,34.3349148509453,32.6341134181448,31.5611508293958,29.1731824590756,28.9207966892269,39.278561602612,52.1583087139499,54.5034958809366,48.4766055721423,53.0847523189068,52.3179366499252,55.6161790684101,68.8888456594318,109.405206957504,39.502484852946,36.6847044762168,32.0412562389662,46.3617442442738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5580182748933,36.7493505183594,152.678487233136,40.7743094171422,40.2939868876181,39.4832362817131,40.7918954215106,143.17997136054,147.416133320044,165.039427652505,134.186843797749,68.0844423586363,79.453550444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
